base,arm,target,action,hashcode,qvalue,frequency
0.98398,1.11416,0,left,0_0_0,0.0,0
0.98398,1.11416,0,right,0_0_0,0.0,0
0.98398,1.11416,0,up,0_0_0,0.0,0
0.98398,1.11416,0,down,0_0_0,0.0,0
0.98398,1.11416,0,fire,0_0_0,0.0,0
0.98398,1.11416,1,left,0_0_1,0.0,0
0.98398,1.11416,1,right,0_0_1,0.0,0
0.98398,1.11416,1,up,0_0_1,0.0,0
0.98398,1.11416,1,down,0_0_1,0.0,0
0.98398,1.11416,1,fire,0_0_1,0.0,0
0.98398,1.11416,2,left,0_0_2,0.0,0
0.98398,1.11416,2,right,0_0_2,0.0,0
0.98398,1.11416,2,up,0_0_2,0.0,0
0.98398,1.11416,2,down,0_0_2,0.0,0
0.98398,1.11416,2,fire,0_0_2,0.0,0
0.98398,1.11416,3,left,0_0_3,0.0,0
0.98398,1.11416,3,right,0_0_3,0.0,0
0.98398,1.11416,3,up,0_0_3,0.0,0
0.98398,1.11416,3,down,0_0_3,0.0,0
0.98398,1.11416,3,fire,0_0_3,0.0,0
0.98398,1.11416,4,left,0_0_4,0.0,0
0.98398,1.11416,4,right,0_0_4,0.0,0
0.98398,1.11416,4,up,0_0_4,0.0,0
0.98398,1.11416,4,down,0_0_4,0.0,0
0.98398,1.11416,4,fire,0_0_4,0.0,0
0.98398,1.11416,5,left,0_0_5,0.0,0
0.98398,1.11416,5,right,0_0_5,0.0,0
0.98398,1.11416,5,up,0_0_5,0.0,0
0.98398,1.11416,5,down,0_0_5,0.0,0
0.98398,1.11416,5,fire,0_0_5,0.0,0
0.98398,1.11416,6,left,0_0_6,0.0,0
0.98398,1.11416,6,right,0_0_6,0.0,0
0.98398,1.11416,6,up,0_0_6,0.0,0
0.98398,1.11416,6,down,0_0_6,0.0,0
0.98398,1.11416,6,fire,0_0_6,0.0,0
0.98398,1.11416,7,left,0_0_7,0.0,0
0.98398,1.11416,7,right,0_0_7,0.0,0
0.98398,1.11416,7,up,0_0_7,0.0,0
0.98398,1.11416,7,down,0_0_7,0.0,0
0.98398,1.11416,7,fire,0_0_7,0.0,0
0.98398,1.11416,8,left,0_0_8,0.0,0
0.98398,1.11416,8,right,0_0_8,0.0,0
0.98398,1.11416,8,up,0_0_8,0.0,0
0.98398,1.11416,8,down,0_0_8,0.0,0
0.98398,1.11416,8,fire,0_0_8,0.0,0
0.98398,1.11416,9,left,0_0_9,0.0,0
0.98398,1.11416,9,right,0_0_9,0.0,0
0.98398,1.11416,9,up,0_0_9,0.0,0
0.98398,1.11416,9,down,0_0_9,0.0,0
0.98398,1.11416,9,fire,0_0_9,0.0,0
0.98398,1.11416,10,left,0_0_10,-0.25,1
0.98398,1.11416,10,right,0_0_10,-0.25,1
0.98398,1.11416,10,up,0_0_10,0.0,0
0.98398,1.11416,10,down,0_0_10,0.0,0
0.98398,1.11416,10,fire,0_0_10,0.0,0
0.98398,1.11416,11,left,0_0_11,-1.50831351953,7
0.98398,1.11416,11,right,0_0_11,-1.44410224609,7
0.98398,1.11416,11,up,0_0_11,-1.45459517578,7
0.98398,1.11416,11,down,0_0_11,-1.61204990137,8
0.98398,1.11416,11,fire,0_0_11,-1.46319416016,7
0.98398,1.11416,12,left,0_0_12,14.6663979077,6
0.98398,1.11416,12,right,0_0_12,12.438956542,21
0.98398,1.11416,12,up,0_0_12,11.0975838612,5
0.98398,1.11416,12,down,0_0_12,18.9530710548,5
0.98398,1.11416,12,fire,0_0_12,18.5563268403,41
0.98398,1.11416,13,left,0_0_13,-1.8958264521,10
0.98398,1.11416,13,right,0_0_13,-1.72518635376,9
0.98398,1.11416,13,up,0_0_13,-1.83264203731,9
0.98398,1.11416,13,down,0_0_13,-1.6690512373,8
0.98398,1.11416,13,fire,0_0_13,-1.68289784355,8
0.98398,1.11416,14,left,0_0_14,0.0,0
0.98398,1.11416,14,right,0_0_14,0.0,0
0.98398,1.11416,14,up,0_0_14,-0.25,1
0.98398,1.11416,14,down,0_0_14,0.0,0
0.98398,1.11416,14,fire,0_0_14,0.0,0
0.98398,1.11416,15,left,0_0_15,-1.20879492187,6
0.98398,1.11416,15,right,0_0_15,-1.25386523438,6
0.98398,1.11416,15,up,0_0_15,-1.140328125,5
0.98398,1.11416,15,down,0_0_15,-1.1220703125,5
0.98398,1.11416,15,fire,0_0_15,-1.26802148437,6
0.98398,1.11416,16,left,0_0_16,-1.6494626342,15
0.98398,1.11416,16,right,0_0_16,-1.66304568229,24
0.98398,1.11416,16,up,0_0_16,-1.72832361848,15
0.98398,1.11416,16,down,0_0_16,-1.74505024507,14
0.98398,1.11416,16,fire,0_0_16,-1.58477849196,12
0.98398,1.11416,17,left,0_0_17,1.03581644498,6
0.98398,1.11416,17,right,0_0_17,10.8691341123,14
0.98398,1.11416,17,up,0_0_17,-0.9539453125,5
0.98398,1.11416,17,down,0_0_17,-0.88234375,4
0.98398,1.11416,17,fire,0_0_17,-0.682334043127,5
0.98398,1.11416,18,left,0_0_18,-2.68526750971,16
0.98398,1.11416,18,right,0_0_18,-2.63527416375,15
0.98398,1.11416,18,up,0_0_18,-2.37653312768,16
0.98398,1.11416,18,down,0_0_18,-2.62027432903,15
0.98398,1.11416,18,fire,0_0_18,-2.65787674504,15
0.98398,1.11416,19,left,0_0_19,-0.79921875,4
0.98398,1.11416,19,right,0_0_19,-0.675625,3
0.98398,1.11416,19,up,0_0_19,-0.713125,3
0.98398,1.11416,19,down,0_0_19,-0.4875,2
0.98398,1.11416,19,fire,0_0_19,-0.4875,2
0.98398,1.11416,20,left,0_0_20,-0.665625,3
0.98398,1.11416,20,right,0_0_20,-0.78109375,4
0.98398,1.11416,20,up,0_0_20,-0.83671875,4
0.98398,1.11416,20,down,0_0_20,-0.713125,3
0.98398,1.11416,20,fire,0_0_20,-0.713125,3
0.98398,1.11416,21,left,0_0_21,-3.08231361042,19
0.98398,1.11416,21,right,0_0_21,-3.01724941615,19
0.98398,1.11416,21,up,0_0_21,-3.13168284386,21
0.98398,1.11416,21,down,0_0_21,-2.99192207428,18
0.98398,1.11416,21,fire,0_0_21,-3.0783068552,21
0.98398,1.11416,22,left,0_0_22,7.95832044197,6
0.98398,1.11416,22,right,0_0_22,31.6634086367,11
0.98398,1.11416,22,up,0_0_22,-0.91046875,4
0.98398,1.11416,22,down,0_0_22,5.88694356066,5
0.98398,1.11416,22,fire,0_0_22,-0.92746875,4
0.98398,1.11416,23,left,0_0_23,-3.07076736511,19
0.98398,1.11416,23,right,0_0_23,-3.04156613711,20
0.98398,1.11416,23,up,0_0_23,-3.05978606965,19
0.98398,1.11416,23,down,0_0_23,-3.01392840771,18
0.98398,1.11416,23,fire,0_0_23,-3.03077520303,19
0.98398,1.11416,24,left,0_0_24,-1.1310953125,5
0.98398,1.11416,24,right,0_0_24,-1.19995117188,6
0.98398,1.11416,24,up,0_0_24,-1.1127421875,5
0.98398,1.11416,24,down,0_0_24,-1.1310953125,5
0.98398,1.11416,24,fire,0_0_24,-1.0882265625,5
0.98398,1.34248,0,left,0_1_0,0.0,0
0.98398,1.34248,0,right,0_1_0,0.0,0
0.98398,1.34248,0,up,0_1_0,0.0,0
0.98398,1.34248,0,down,0_1_0,0.0,0
0.98398,1.34248,0,fire,0_1_0,0.0,0
0.98398,1.34248,1,left,0_1_1,0.0,0
0.98398,1.34248,1,right,0_1_1,0.0,0
0.98398,1.34248,1,up,0_1_1,0.0,0
0.98398,1.34248,1,down,0_1_1,0.0,0
0.98398,1.34248,1,fire,0_1_1,0.0,0
0.98398,1.34248,2,left,0_1_2,0.0,0
0.98398,1.34248,2,right,0_1_2,0.0,0
0.98398,1.34248,2,up,0_1_2,0.0,0
0.98398,1.34248,2,down,0_1_2,0.0,0
0.98398,1.34248,2,fire,0_1_2,0.0,0
0.98398,1.34248,3,left,0_1_3,0.0,0
0.98398,1.34248,3,right,0_1_3,0.0,0
0.98398,1.34248,3,up,0_1_3,0.0,0
0.98398,1.34248,3,down,0_1_3,0.0,0
0.98398,1.34248,3,fire,0_1_3,0.0,0
0.98398,1.34248,4,left,0_1_4,0.0,0
0.98398,1.34248,4,right,0_1_4,0.0,0
0.98398,1.34248,4,up,0_1_4,0.0,0
0.98398,1.34248,4,down,0_1_4,0.0,0
0.98398,1.34248,4,fire,0_1_4,0.0,0
0.98398,1.34248,5,left,0_1_5,0.0,0
0.98398,1.34248,5,right,0_1_5,0.0,0
0.98398,1.34248,5,up,0_1_5,0.0,0
0.98398,1.34248,5,down,0_1_5,0.0,0
0.98398,1.34248,5,fire,0_1_5,0.0,0
0.98398,1.34248,6,left,0_1_6,0.0,0
0.98398,1.34248,6,right,0_1_6,0.0,0
0.98398,1.34248,6,up,0_1_6,0.0,0
0.98398,1.34248,6,down,0_1_6,0.0,0
0.98398,1.34248,6,fire,0_1_6,0.0,0
0.98398,1.34248,7,left,0_1_7,0.0,0
0.98398,1.34248,7,right,0_1_7,0.0,0
0.98398,1.34248,7,up,0_1_7,0.0,0
0.98398,1.34248,7,down,0_1_7,0.0,0
0.98398,1.34248,7,fire,0_1_7,0.0,0
0.98398,1.34248,8,left,0_1_8,0.0,0
0.98398,1.34248,8,right,0_1_8,0.0,0
0.98398,1.34248,8,up,0_1_8,0.0,0
0.98398,1.34248,8,down,0_1_8,0.0,0
0.98398,1.34248,8,fire,0_1_8,0.0,0
0.98398,1.34248,9,left,0_1_9,0.0,0
0.98398,1.34248,9,right,0_1_9,0.0,0
0.98398,1.34248,9,up,0_1_9,0.0,0
0.98398,1.34248,9,down,0_1_9,0.0,0
0.98398,1.34248,9,fire,0_1_9,0.0,0
0.98398,1.34248,10,left,0_1_10,-0.25,1
0.98398,1.34248,10,right,0_1_10,-0.25,1
0.98398,1.34248,10,up,0_1_10,-0.3,1
0.98398,1.34248,10,down,0_1_10,0.0,0
0.98398,1.34248,10,fire,0_1_10,0.0,0
0.98398,1.34248,11,left,0_1_11,-1.46962447266,7
0.98398,1.34248,11,right,0_1_11,-1.55381163574,8
0.98398,1.34248,11,up,0_1_11,-1.67350164845,8
0.98398,1.34248,11,down,0_1_11,-1.67129021509,9
0.98398,1.34248,11,fire,0_1_11,-1.50831351953,7
0.98398,1.34248,12,left,0_1_12,-0.713125,3
0.98398,1.34248,12,right,0_1_12,2.0955838304,4
0.98398,1.34248,12,up,0_1_12,-0.525,2
0.98398,1.34248,12,down,0_1_12,24.6631609344,13
0.98398,1.34248,12,fire,0_1_12,-0.4875,2
0.98398,1.34248,13,left,0_1_13,-1.7238350979,9
0.98398,1.34248,13,right,0_1_13,-1.71201166626,9
0.98398,1.34248,13,up,0_1_13,-1.7372777061,8
0.98398,1.34248,13,down,0_1_13,-1.72928331177,9
0.98398,1.34248,13,fire,0_1_13,-1.68289784355,8
0.98398,1.34248,14,left,0_1_14,-0.25,1
0.98398,1.34248,14,right,0_1_14,-0.25,1
0.98398,1.34248,14,up,0_1_14,0.0,0
0.98398,1.34248,14,down,0_1_14,-0.25,1
0.98398,1.34248,14,fire,0_1_14,0.0,0
0.98398,1.34248,15,left,0_1_15,-1.0953515625,5
0.98398,1.34248,15,right,0_1_15,-1.1422734375,5
0.98398,1.34248,15,up,0_1_15,-1.0615078125,5
0.98398,1.34248,15,down,0_1_15,-1.0615078125,5
0.98398,1.34248,15,fire,0_1_15,-0.92746875,4
0.98398,1.34248,16,left,0_1_16,-1.6079037759,10
0.98398,1.34248,16,right,0_1_16,-1.70622776031,24
0.98398,1.34248,16,up,0_1_16,-1.78882145798,10
0.98398,1.34248,16,down,0_1_16,-1.69720826521,10
0.98398,1.34248,16,fire,0_1_16,-1.61325170373,11
0.98398,1.34248,17,left,0_1_17,5.44258407932,6
0.98398,1.34248,17,right,0_1_17,13.2868767672,53
0.98398,1.34248,17,up,0_1_17,4.04248310953,5
0.98398,1.34248,17,down,0_1_17,2.34269382742,7
0.98398,1.34248,17,fire,0_1_17,8.20662630456,24
0.98398,1.34248,18,left,0_1_18,-2.39192426313,14
0.98398,1.34248,18,right,0_1_18,-2.40610254043,14
0.98398,1.34248,18,up,0_1_18,4.36985663031,19
0.98398,1.34248,18,down,0_1_18,-2.48932362909,14
0.98398,1.34248,18,fire,0_1_18,-2.28990089708,15
0.98398,1.34248,19,left,0_1_19,-0.713125,3
0.98398,1.34248,19,right,0_1_19,-0.9614453125,5
0.98398,1.34248,19,up,0_1_19,-0.86171875,4
0.98398,1.34248,19,down,0_1_19,-0.77109375,4
0.98398,1.34248,19,fire,0_1_19,-0.713125,3
0.98398,1.34248,20,left,0_1_20,-0.4875,2
0.98398,1.34248,20,right,0_1_20,-0.665625,3
0.98398,1.34248,20,up,0_1_20,-0.628125,3
0.98398,1.34248,20,down,0_1_20,-0.675625,3
0.98398,1.34248,20,fire,0_1_20,-0.4875,2
0.98398,1.34248,21,left,0_1_21,-3.13478113361,20
0.98398,1.34248,21,right,0_1_21,-3.09870688164,19
0.98398,1.34248,21,up,0_1_21,-3.14653619528,22
0.98398,1.34248,21,down,0_1_21,-3.07765463853,18
0.98398,1.34248,21,fire,0_1_21,-3.23912840916,21
0.98398,1.34248,22,left,0_1_22,-0.546576581652,5
0.98398,1.34248,22,right,0_1_22,-0.9315625,4
0.98398,1.34248,22,up,0_1_22,-0.9258203125,5
0.98398,1.34248,22,down,0_1_22,20.0763282368,8
0.98398,1.34248,22,fire,0_1_22,-0.91796875,4
0.98398,1.34248,23,left,0_1_23,-3.04078375216,19
0.98398,1.34248,23,right,0_1_23,-3.00545760627,20
0.98398,1.34248,23,up,0_1_23,-3.1018958238,20
0.98398,1.34248,23,down,0_1_23,-2.96678911763,19
0.98398,1.34248,23,fire,0_1_23,-3.09745014377,19
0.98398,1.34248,24,left,0_1_24,-0.92746875,4
0.98398,1.34248,24,right,0_1_24,-0.89184375,4
0.98398,1.34248,24,up,0_1_24,-0.92746875,4
0.98398,1.34248,24,down,0_1_24,-1.079765625,5
0.98398,1.34248,24,fire,0_1_24,-0.91796875,4
0.98398,1.5708,0,left,0_2_0,0.0,0
0.98398,1.5708,0,right,0_2_0,0.0,0
0.98398,1.5708,0,up,0_2_0,0.0,0
0.98398,1.5708,0,down,0_2_0,0.0,0
0.98398,1.5708,0,fire,0_2_0,0.0,0
0.98398,1.5708,1,left,0_2_1,0.0,0
0.98398,1.5708,1,right,0_2_1,0.0,0
0.98398,1.5708,1,up,0_2_1,0.0,0
0.98398,1.5708,1,down,0_2_1,0.0,0
0.98398,1.5708,1,fire,0_2_1,0.0,0
0.98398,1.5708,2,left,0_2_2,0.0,0
0.98398,1.5708,2,right,0_2_2,0.0,0
0.98398,1.5708,2,up,0_2_2,0.0,0
0.98398,1.5708,2,down,0_2_2,0.0,0
0.98398,1.5708,2,fire,0_2_2,0.0,0
0.98398,1.5708,3,left,0_2_3,0.0,0
0.98398,1.5708,3,right,0_2_3,0.0,0
0.98398,1.5708,3,up,0_2_3,0.0,0
0.98398,1.5708,3,down,0_2_3,0.0,0
0.98398,1.5708,3,fire,0_2_3,0.0,0
0.98398,1.5708,4,left,0_2_4,0.0,0
0.98398,1.5708,4,right,0_2_4,0.0,0
0.98398,1.5708,4,up,0_2_4,0.0,0
0.98398,1.5708,4,down,0_2_4,0.0,0
0.98398,1.5708,4,fire,0_2_4,0.0,0
0.98398,1.5708,5,left,0_2_5,0.0,0
0.98398,1.5708,5,right,0_2_5,0.0,0
0.98398,1.5708,5,up,0_2_5,0.0,0
0.98398,1.5708,5,down,0_2_5,0.0,0
0.98398,1.5708,5,fire,0_2_5,0.0,0
0.98398,1.5708,6,left,0_2_6,0.0,0
0.98398,1.5708,6,right,0_2_6,0.0,0
0.98398,1.5708,6,up,0_2_6,0.0,0
0.98398,1.5708,6,down,0_2_6,0.0,0
0.98398,1.5708,6,fire,0_2_6,0.0,0
0.98398,1.5708,7,left,0_2_7,0.0,0
0.98398,1.5708,7,right,0_2_7,0.0,0
0.98398,1.5708,7,up,0_2_7,0.0,0
0.98398,1.5708,7,down,0_2_7,0.0,0
0.98398,1.5708,7,fire,0_2_7,0.0,0
0.98398,1.5708,8,left,0_2_8,0.0,0
0.98398,1.5708,8,right,0_2_8,0.0,0
0.98398,1.5708,8,up,0_2_8,0.0,0
0.98398,1.5708,8,down,0_2_8,0.0,0
0.98398,1.5708,8,fire,0_2_8,0.0,0
0.98398,1.5708,9,left,0_2_9,0.0,0
0.98398,1.5708,9,right,0_2_9,0.0,0
0.98398,1.5708,9,up,0_2_9,0.0,0
0.98398,1.5708,9,down,0_2_9,0.0,0
0.98398,1.5708,9,fire,0_2_9,0.0,0
0.98398,1.5708,10,left,0_2_10,-0.4375,2
0.98398,1.5708,10,right,0_2_10,-0.4875,2
0.98398,1.5708,10,up,0_2_10,-0.713125,3
0.98398,1.5708,10,down,0_2_10,-0.4375,2
0.98398,1.5708,10,fire,0_2_10,-0.4875,2
0.98398,1.5708,11,left,0_2_11,-1.84875295138,9
0.98398,1.5708,11,right,0_2_11,-1.78408437338,10
0.98398,1.5708,11,up,0_2_11,-1.86732071239,10
0.98398,1.5708,11,down,0_2_11,-1.7415067854,9
0.98398,1.5708,11,fire,0_2_11,-1.84875295138,9
0.98398,1.5708,12,left,0_2_12,-0.713125,3
0.98398,1.5708,12,right,0_2_12,-0.74125,3
0.98398,1.5708,12,up,0_2_12,-0.0451448627442,6
0.98398,1.5708,12,down,0_2_12,13.6545716748,9
0.98398,1.5708,12,fire,0_2_12,0.516902128572,4
0.98398,1.5708,13,left,0_2_13,-1.65132839355,8
0.98398,1.5708,13,right,0_2_13,-1.74923863486,9
0.98398,1.5708,13,up,0_2_13,-1.67026418262,8
0.98398,1.5708,13,down,0_2_13,-1.75633655541,10
0.98398,1.5708,13,fire,0_2_13,-1.68289784355,8
0.98398,1.5708,14,left,0_2_14,-0.4875,2
0.98398,1.5708,14,right,0_2_14,-0.4875,2
0.98398,1.5708,14,up,0_2_14,-0.25,1
0.98398,1.5708,14,down,0_2_14,-0.25,1
0.98398,1.5708,14,fire,0_2_14,-0.628125,3
0.98398,1.5708,15,left,0_2_15,-0.92746875,4
0.98398,1.5708,15,right,0_2_15,-0.92546875,4
0.98398,1.5708,15,up,0_2_15,-0.98090625,4
0.98398,1.5708,15,down,0_2_15,-0.93459375,4
0.98398,1.5708,15,fire,0_2_15,-0.9825390625,5
0.98398,1.5708,16,left,0_2_16,-1.77434133188,10
0.98398,1.5708,16,right,0_2_16,-1.70245436787,9
0.98398,1.5708,16,up,0_2_16,-1.81224651976,10
0.98398,1.5708,16,down,0_2_16,-1.60823917258,12
0.98398,1.5708,16,fire,0_2_16,-1.6690512373,8
0.98398,1.5708,17,left,0_2_17,7.84098037945,7
0.98398,1.5708,17,right,0_2_17,13.4151645507,25
0.98398,1.5708,17,up,0_2_17,8.44204628609,33
0.98398,1.5708,17,down,0_2_17,7.2744682509,6
0.98398,1.5708,17,fire,0_2_17,8.70434407487,13
0.98398,1.5708,18,left,0_2_18,1.32244441792,18
0.98398,1.5708,18,right,0_2_18,1.10982256316,18
0.98398,1.5708,18,up,0_2_18,5.11540616309,30
0.98398,1.5708,18,down,0_2_18,-1.32831944232,15
0.98398,1.5708,18,fire,0_2_18,1.28171688721,14
0.98398,1.5708,19,left,0_2_19,-1.0953515625,5
0.98398,1.5708,19,right,0_2_19,-0.9425625,4
0.98398,1.5708,19,up,0_2_19,-1.0412578125,5
0.98398,1.5708,19,down,0_2_19,-0.90296875,4
0.98398,1.5708,19,fire,0_2_19,-1.1205703125,5
0.98398,1.5708,20,left,0_2_20,-0.665625,3
0.98398,1.5708,20,right,0_2_20,-0.628125,3
0.98398,1.5708,20,up,0_2_20,-0.4375,2
0.98398,1.5708,20,down,0_2_20,-0.4875,2
0.98398,1.5708,20,fire,0_2_20,-0.4875,2
0.98398,1.5708,21,left,0_2_21,-3.15133546211,20
0.98398,1.5708,21,right,0_2_21,-3.06406831248,19
0.98398,1.5708,21,up,0_2_21,-3.18535298416,22
0.98398,1.5708,21,down,0_2_21,-3.10826145036,20
0.98398,1.5708,21,fire,0_2_21,-3.22705516775,21
0.98398,1.5708,22,left,0_2_22,-0.665625,3
0.98398,1.5708,22,right,0_2_22,17.681966262,11
0.98398,1.5708,22,up,0_2_22,0.993070915968,4
0.98398,1.5708,22,down,0_2_22,-0.9316875,4
0.98398,1.5708,22,fire,0_2_22,-0.4875,2
0.98398,1.5708,23,left,0_2_23,-2.99058091146,19
0.98398,1.5708,23,right,0_2_23,-3.02248912874,19
0.98398,1.5708,23,up,0_2_23,-2.9735371982,21
0.98398,1.5708,23,down,0_2_23,-3.00600646111,18
0.98398,1.5708,23,fire,0_2_23,-2.89876460766,17
0.98398,1.5708,24,left,0_2_24,-0.92746875,4
0.98398,1.5708,24,right,0_2_24,-1.0448828125,5
0.98398,1.5708,24,up,0_2_24,-1.0389140625,5
0.98398,1.5708,24,down,0_2_24,-0.9485625,4
0.98398,1.5708,24,fire,0_2_24,-0.92746875,4
0.98398,1.79912,0,left,0_3_0,0.0,0
0.98398,1.79912,0,right,0_3_0,0.0,0
0.98398,1.79912,0,up,0_3_0,0.0,0
0.98398,1.79912,0,down,0_3_0,0.0,0
0.98398,1.79912,0,fire,0_3_0,0.0,0
0.98398,1.79912,1,left,0_3_1,0.0,0
0.98398,1.79912,1,right,0_3_1,0.0,0
0.98398,1.79912,1,up,0_3_1,0.0,0
0.98398,1.79912,1,down,0_3_1,0.0,0
0.98398,1.79912,1,fire,0_3_1,0.0,0
0.98398,1.79912,2,left,0_3_2,0.0,0
0.98398,1.79912,2,right,0_3_2,0.0,0
0.98398,1.79912,2,up,0_3_2,0.0,0
0.98398,1.79912,2,down,0_3_2,0.0,0
0.98398,1.79912,2,fire,0_3_2,0.0,0
0.98398,1.79912,3,left,0_3_3,0.0,0
0.98398,1.79912,3,right,0_3_3,0.0,0
0.98398,1.79912,3,up,0_3_3,0.0,0
0.98398,1.79912,3,down,0_3_3,0.0,0
0.98398,1.79912,3,fire,0_3_3,0.0,0
0.98398,1.79912,4,left,0_3_4,0.0,0
0.98398,1.79912,4,right,0_3_4,0.0,0
0.98398,1.79912,4,up,0_3_4,0.0,0
0.98398,1.79912,4,down,0_3_4,0.0,0
0.98398,1.79912,4,fire,0_3_4,0.0,0
0.98398,1.79912,5,left,0_3_5,0.0,0
0.98398,1.79912,5,right,0_3_5,0.0,0
0.98398,1.79912,5,up,0_3_5,0.0,0
0.98398,1.79912,5,down,0_3_5,0.0,0
0.98398,1.79912,5,fire,0_3_5,0.0,0
0.98398,1.79912,6,left,0_3_6,0.0,0
0.98398,1.79912,6,right,0_3_6,0.0,0
0.98398,1.79912,6,up,0_3_6,0.0,0
0.98398,1.79912,6,down,0_3_6,0.0,0
0.98398,1.79912,6,fire,0_3_6,0.0,0
0.98398,1.79912,7,left,0_3_7,0.0,0
0.98398,1.79912,7,right,0_3_7,0.0,0
0.98398,1.79912,7,up,0_3_7,0.0,0
0.98398,1.79912,7,down,0_3_7,0.0,0
0.98398,1.79912,7,fire,0_3_7,0.0,0
0.98398,1.79912,8,left,0_3_8,0.0,0
0.98398,1.79912,8,right,0_3_8,0.0,0
0.98398,1.79912,8,up,0_3_8,0.0,0
0.98398,1.79912,8,down,0_3_8,0.0,0
0.98398,1.79912,8,fire,0_3_8,0.0,0
0.98398,1.79912,9,left,0_3_9,0.0,0
0.98398,1.79912,9,right,0_3_9,0.0,0
0.98398,1.79912,9,up,0_3_9,0.0,0
0.98398,1.79912,9,down,0_3_9,0.0,0
0.98398,1.79912,9,fire,0_3_9,0.0,0
0.98398,1.79912,10,left,0_3_10,-0.713125,3
0.98398,1.79912,10,right,0_3_10,-0.87484375,4
0.98398,1.79912,10,up,0_3_10,-0.69375,3
0.98398,1.79912,10,down,0_3_10,-0.665625,3
0.98398,1.79912,10,fire,0_3_10,-0.4875,2
0.98398,1.79912,11,left,0_3_11,-1.821360467,9
0.98398,1.79912,11,right,0_3_11,-1.7598261895,9
0.98398,1.79912,11,up,0_3_11,-1.73238520806,9
0.98398,1.79912,11,down,0_3_11,-1.71312606738,8
0.98398,1.79912,11,fire,0_3_11,-1.62434943262,8
0.98398,1.79912,12,left,0_3_12,-0.9900390625,5
0.98398,1.79912,12,right,0_3_12,-1.0065703125,5
0.98398,1.79912,12,up,0_3_12,-0.9034375,4
0.98398,1.79912,12,down,0_3_12,5.05055866835,9
0.98398,1.79912,12,fire,0_3_12,-0.853728949286,5
0.98398,1.79912,13,left,0_3_13,-1.50831351953,7
0.98398,1.79912,13,right,0_3_13,-1.41128681641,7
0.98398,1.79912,13,up,0_3_13,-1.63910172681,9
0.98398,1.79912,13,down,0_3_13,-1.62053556035,8
0.98398,1.79912,13,fire,0_3_13,-1.50659876953,7
0.98398,1.79912,14,left,0_3_14,-0.25,1
0.98398,1.79912,14,right,0_3_14,-0.25,1
0.98398,1.79912,14,up,0_3_14,-0.4875,2
0.98398,1.79912,14,down,0_3_14,-0.4875,2
0.98398,1.79912,14,fire,0_3_14,-0.4875,2
0.98398,1.79912,15,left,0_3_15,-0.92746875,4
0.98398,1.79912,15,right,0_3_15,-1.25464609375,5
0.98398,1.79912,15,up,0_3_15,-0.9613125,4
0.98398,1.79912,15,down,0_3_15,-0.89184375,4
0.98398,1.79912,15,fire,0_3_15,-0.713125,3
0.98398,1.79912,16,left,0_3_16,-1.83836799669,9
0.98398,1.79912,16,right,0_3_16,-1.83508964966,12
0.98398,1.79912,16,up,0_3_16,-1.80621159349,10
0.98398,1.79912,16,down,0_3_16,-1.72244182031,8
0.98398,1.79912,16,fire,0_3_16,-1.81383608657,9
0.98398,1.79912,17,left,0_3_17,8.29069465619,34
0.98398,1.79912,17,right,0_3_17,10.3405174615,28
0.98398,1.79912,17,up,0_3_17,8.63720943305,34
0.98398,1.79912,17,down,0_3_17,8.82391051878,23
0.98398,1.79912,17,fire,0_3_17,8.38765586436,64
0.98398,1.79912,18,left,0_3_18,4.23643140557,30
0.98398,1.79912,18,right,0_3_18,4.17193114792,22
0.98398,1.79912,18,up,0_3_18,4.18914139684,46
0.98398,1.79912,18,down,0_3_18,4.42562210554,17
0.98398,1.79912,18,fire,0_3_18,4.03929057325,29
0.98398,1.79912,19,left,0_3_19,-0.92746875,4
0.98398,1.79912,19,right,0_3_19,-0.9258203125,5
0.98398,1.79912,19,up,0_3_19,-0.88984375,4
0.98398,1.79912,19,down,0_3_19,-1.0062890625,5
0.98398,1.79912,19,fire,0_3_19,-0.92746875,4
0.98398,1.79912,20,left,0_3_20,-0.4375,2
0.98398,1.79912,20,right,0_3_20,-0.4375,2
0.98398,1.79912,20,up,0_3_20,-0.4875,2
0.98398,1.79912,20,down,0_3_20,-0.4875,2
0.98398,1.79912,20,fire,0_3_20,-0.25,1
0.98398,1.79912,21,left,0_3_21,-3.09046639727,20
0.98398,1.79912,21,right,0_3_21,-3.07044510756,19
0.98398,1.79912,21,up,0_3_21,-3.11720230213,20
0.98398,1.79912,21,down,0_3_21,-3.16564968398,21
0.98398,1.79912,21,fire,0_3_21,-3.08393025868,19
0.98398,1.79912,22,left,0_3_22,-0.578125,3
0.98398,1.79912,22,right,0_3_22,-0.665625,3
0.98398,1.79912,22,up,0_3_22,8.48237306137,25
0.98398,1.79912,22,down,0_3_22,2.62755737113,4
0.98398,1.79912,22,fire,0_3_22,3.92484484732,4
0.98398,1.79912,23,left,0_3_23,-2.95141172626,18
0.98398,1.79912,23,right,0_3_23,-2.92626514143,18
0.98398,1.79912,23,up,0_3_23,-2.93620524851,18
0.98398,1.79912,23,down,0_3_23,-2.86702225865,17
0.98398,1.79912,23,fire,0_3_23,-3.08120247154,20
0.98398,1.79912,24,left,0_3_24,-0.92746875,4
0.98398,1.79912,24,right,0_3_24,-1.0694765625,5
0.98398,1.79912,24,up,0_3_24,-1.0615078125,5
