base,arm,target,action,hashcode,qvalue,frequency
2.15378,1.34248,15,fire,4_1_15,-0.713125,3
2.15378,1.34248,16,left,4_1_16,-1.29209788786,25
2.15378,1.34248,16,right,4_1_16,-1.47472881382,26
2.15378,1.34248,16,up,4_1_16,-1.3789466632,14
2.15378,1.34248,16,down,4_1_16,-1.21042563954,56
2.15378,1.34248,16,fire,4_1_16,-1.14038902549,33
2.15378,1.34248,17,left,4_1_17,22.5479449566,29
2.15378,1.34248,17,right,4_1_17,21.4418614548,35
2.15378,1.34248,17,up,4_1_17,20.8859382194,46
2.15378,1.34248,17,down,4_1_17,17.251433425,13
2.15378,1.34248,17,fire,4_1_17,20.1283635602,64
2.15378,1.34248,18,left,4_1_18,-2.93123006127,19
2.15378,1.34248,18,right,4_1_18,-2.88676696974,17
2.15378,1.34248,18,up,4_1_18,-2.92547705895,18
2.15378,1.34248,18,down,4_1_18,-2.97095628518,17
2.15378,1.34248,18,fire,4_1_18,-2.96996318313,18
2.15378,1.34248,19,left,4_1_19,-0.84671875,4
2.15378,1.34248,19,right,4_1_19,-0.91046875,4
2.15378,1.34248,19,up,4_1_19,-0.84671875,4
2.15378,1.34248,19,down,4_1_19,-0.9614453125,5
2.15378,1.34248,19,fire,4_1_19,-0.703125,3
2.15378,1.34248,20,left,4_1_20,-0.4875,2
2.15378,1.34248,20,right,4_1_20,-0.665625,3
2.15378,1.34248,20,up,4_1_20,-0.535,2
2.15378,1.34248,20,down,4_1_20,-0.4875,2
2.15378,1.34248,20,fire,4_1_20,-0.4875,2
2.15378,1.34248,21,left,4_1_21,-3.13148822404,20
2.15378,1.34248,21,right,4_1_21,-3.07052369929,19
2.15378,1.34248,21,up,4_1_21,-3.08422476532,21
2.15378,1.34248,21,down,4_1_21,-3.16752774844,21
2.15378,1.34248,21,fire,4_1_21,-3.21621231323,21
2.15378,1.34248,22,left,4_1_22,-0.628125,3
2.15378,1.34248,22,right,4_1_22,3.65464633329,4
2.15378,1.34248,22,up,4_1_22,-0.628125,3
2.15378,1.34248,22,down,4_1_22,22.8756315484,7
2.15378,1.34248,22,fire,4_1_22,3.61902133329,4
2.15378,1.34248,23,left,4_1_23,-3.09514595819,20
2.15378,1.34248,23,right,4_1_23,-3.10791881562,20
2.15378,1.34248,23,up,4_1_23,-3.11294371901,21
2.15378,1.34248,23,down,4_1_23,-3.02306442386,18
2.15378,1.34248,23,fire,4_1_23,-3.09437594555,19
2.15378,1.34248,24,left,4_1_24,-0.665625,3
2.15378,1.34248,24,right,4_1_24,-0.713125,3
2.15378,1.34248,24,up,4_1_24,-0.776875,3
2.15378,1.34248,24,down,4_1_24,-0.578125,3
2.15378,1.34248,24,fire,4_1_24,-1.0390078125,5
2.15378,1.5708,0,left,4_2_0,0.0,0
2.15378,1.5708,0,right,4_2_0,0.0,0
2.15378,1.5708,0,up,4_2_0,0.0,0
2.15378,1.5708,0,down,4_2_0,0.0,0
2.15378,1.5708,0,fire,4_2_0,0.0,0
2.15378,1.5708,1,left,4_2_1,0.0,0
2.15378,1.5708,1,right,4_2_1,0.0,0
2.15378,1.5708,1,up,4_2_1,0.0,0
2.15378,1.5708,1,down,4_2_1,0.0,0
2.15378,1.5708,1,fire,4_2_1,0.0,0
2.15378,1.5708,2,left,4_2_2,0.0,0
2.15378,1.5708,2,right,4_2_2,0.0,0
2.15378,1.5708,2,up,4_2_2,0.0,0
2.15378,1.5708,2,down,4_2_2,0.0,0
2.15378,1.5708,2,fire,4_2_2,0.0,0
2.15378,1.5708,3,left,4_2_3,0.0,0
2.15378,1.5708,3,right,4_2_3,0.0,0
2.15378,1.5708,3,up,4_2_3,0.0,0
2.15378,1.5708,3,down,4_2_3,0.0,0
2.15378,1.5708,3,fire,4_2_3,0.0,0
2.15378,1.5708,4,left,4_2_4,0.0,0
2.15378,1.5708,4,right,4_2_4,0.0,0
2.15378,1.5708,4,up,4_2_4,0.0,0
2.15378,1.5708,4,down,4_2_4,0.0,0
2.15378,1.5708,4,fire,4_2_4,0.0,0
2.15378,1.5708,5,left,4_2_5,0.0,0
2.15378,1.5708,5,right,4_2_5,0.0,0
2.15378,1.5708,5,up,4_2_5,0.0,0
2.15378,1.5708,5,down,4_2_5,0.0,0
2.15378,1.5708,5,fire,4_2_5,0.0,0
2.15378,1.5708,6,left,4_2_6,0.0,0
2.15378,1.5708,6,right,4_2_6,0.0,0
2.15378,1.5708,6,up,4_2_6,0.0,0
2.15378,1.5708,6,down,4_2_6,0.0,0
2.15378,1.5708,6,fire,4_2_6,0.0,0
2.15378,1.5708,7,left,4_2_7,0.0,0
2.15378,1.5708,7,right,4_2_7,0.0,0
2.15378,1.5708,7,up,4_2_7,0.0,0
2.15378,1.5708,7,down,4_2_7,0.0,0
2.15378,1.5708,7,fire,4_2_7,0.0,0
2.15378,1.5708,8,left,4_2_8,0.0,0
2.15378,1.5708,8,right,4_2_8,0.0,0
2.15378,1.5708,8,up,4_2_8,0.0,0
2.15378,1.5708,8,down,4_2_8,0.0,0
2.15378,1.5708,8,fire,4_2_8,0.0,0
2.15378,1.5708,9,left,4_2_9,0.0,0
2.15378,1.5708,9,right,4_2_9,0.0,0
2.15378,1.5708,9,up,4_2_9,0.0,0
2.15378,1.5708,9,down,4_2_9,0.0,0
2.15378,1.5708,9,fire,4_2_9,0.0,0
2.15378,1.5708,10,left,4_2_10,-0.4875,2
2.15378,1.5708,10,right,4_2_10,-0.4875,2
2.15378,1.5708,10,up,4_2_10,-0.4875,2
2.15378,1.5708,10,down,4_2_10,-0.4375,2
2.15378,1.5708,10,fire,4_2_10,-0.25,1
2.15378,1.5708,11,left,4_2_11,-1.57219465605,8
2.15378,1.5708,11,right,4_2_11,-1.46962447266,7
2.15378,1.5708,11,up,4_2_11,-1.83344995996,9
2.15378,1.5708,11,down,4_2_11,-1.45701767578,7
2.15378,1.5708,11,fire,4_2_11,-1.46962447266,7
2.15378,1.5708,12,left,4_2_12,41.1098665347,31
2.15378,1.5708,12,right,4_2_12,43.2050218443,24
2.15378,1.5708,12,up,4_2_12,42.1061212973,37
2.15378,1.5708,12,down,4_2_12,43.9427253248,48
2.15378,1.5708,12,fire,4_2_12,43.9290694874,120
2.15378,1.5708,13,left,4_2_13,-1.3907671875,6
2.15378,1.5708,13,right,4_2_13,-1.47764009766,7
2.15378,1.5708,13,up,4_2_13,-1.42125861328,7
2.15378,1.5708,13,down,4_2_13,-1.44996455078,6
2.15378,1.5708,13,fire,4_2_13,-1.42802619141,7
2.15378,1.5708,14,left,4_2_14,0.0,0
2.15378,1.5708,14,right,4_2_14,0.0,0
2.15378,1.5708,14,up,4_2_14,0.0,0
2.15378,1.5708,14,down,4_2_14,0.0,0
2.15378,1.5708,14,fire,4_2_14,0.0,0
2.15378,1.5708,15,left,4_2_15,-0.91996875,4
2.15378,1.5708,15,right,4_2_15,-0.92746875,4
2.15378,1.5708,15,up,4_2_15,-0.99143125,4
2.15378,1.5708,15,down,4_2_15,-0.9614453125,5
2.15378,1.5708,15,fire,4_2_15,-0.91796875,4
2.15378,1.5708,16,left,4_2_16,-1.57177400916,30
2.15378,1.5708,16,right,4_2_16,-1.61244452669,10
2.15378,1.5708,16,up,4_2_16,-1.69295460821,9
2.15378,1.5708,16,down,4_2_16,-1.61376823607,16
2.15378,1.5708,16,fire,4_2_16,-1.63304729343,8
2.15378,1.5708,17,left,4_2_17,3.44963227927,7
2.15378,1.5708,17,right,4_2_17,21.3889059987,21
2.15378,1.5708,17,up,4_2_17,18.3301762821,11
2.15378,1.5708,17,down,4_2_17,22.0459014054,43
2.15378,1.5708,17,fire,4_2_17,20.5558365895,51
2.15378,1.5708,18,left,4_2_18,-2.14249326645,18
2.15378,1.5708,18,right,4_2_18,-2.8281184827,17
2.15378,1.5708,18,up,4_2_18,-2.79947210268,18
2.15378,1.5708,18,down,4_2_18,-2.91808052708,18
2.15378,1.5708,18,fire,4_2_18,-2.87268491137,17
2.15378,1.5708,19,left,4_2_19,-0.87484375,4
2.15378,1.5708,19,right,4_2_19,-0.88234375,4
2.15378,1.5708,19,up,4_2_19,-0.703125,3
2.15378,1.5708,19,down,4_2_19,-0.74875,3
2.15378,1.5708,19,fire,4_2_19,-0.713125,3
2.15378,1.5708,20,left,4_2_20,-0.713125,3
2.15378,1.5708,20,right,4_2_20,-0.4875,2
2.15378,1.5708,20,up,4_2_20,-0.4875,2
2.15378,1.5708,20,down,4_2_20,-0.628125,3
2.15378,1.5708,20,fire,4_2_20,-0.4875,2
2.15378,1.5708,21,left,4_2_21,-3.16827764305,19
2.15378,1.5708,21,right,4_2_21,-3.0128051267,18
2.15378,1.5708,21,up,4_2_21,-3.24214871907,22
2.15378,1.5708,21,down,4_2_21,-3.06065158035,20
2.15378,1.5708,21,fire,4_2_21,-3.09040918783,19
2.15378,1.5708,22,left,4_2_22,5.72247209773,5
2.15378,1.5708,22,right,4_2_22,-0.4875,2
2.15378,1.5708,22,up,4_2_22,-0.578125,3
2.15378,1.5708,22,down,4_2_22,-0.4875,2
2.15378,1.5708,22,fire,4_2_22,-0.4875,2
2.15378,1.5708,23,left,4_2_23,-3.10012904766,21
2.15378,1.5708,23,right,4_2_23,-3.06844513643,19
2.15378,1.5708,23,up,4_2_23,-3.12857248163,21
2.15378,1.5708,23,down,4_2_23,-3.06153181033,19
2.15378,1.5708,23,fire,4_2_23,-3.14151003923,20
2.15378,1.5708,24,left,4_2_24,-0.713125,3
2.15378,1.5708,24,right,4_2_24,-0.713125,3
2.15378,1.5708,24,up,4_2_24,-0.81859375,4
2.15378,1.5708,24,down,4_2_24,-0.78109375,4
2.15378,1.5708,24,fire,4_2_24,-0.713125,3
2.15378,1.79912,0,left,4_3_0,0.0,0
2.15378,1.79912,0,right,4_3_0,0.0,0
2.15378,1.79912,0,up,4_3_0,0.0,0
2.15378,1.79912,0,down,4_3_0,0.0,0
2.15378,1.79912,0,fire,4_3_0,0.0,0
2.15378,1.79912,1,left,4_3_1,0.0,0
2.15378,1.79912,1,right,4_3_1,0.0,0
2.15378,1.79912,1,up,4_3_1,0.0,0
2.15378,1.79912,1,down,4_3_1,0.0,0
2.15378,1.79912,1,fire,4_3_1,0.0,0
2.15378,1.79912,2,left,4_3_2,0.0,0
2.15378,1.79912,2,right,4_3_2,0.0,0
2.15378,1.79912,2,up,4_3_2,0.0,0
2.15378,1.79912,2,down,4_3_2,0.0,0
2.15378,1.79912,2,fire,4_3_2,0.0,0
2.15378,1.79912,3,left,4_3_3,0.0,0
2.15378,1.79912,3,right,4_3_3,0.0,0
2.15378,1.79912,3,up,4_3_3,0.0,0
2.15378,1.79912,3,down,4_3_3,0.0,0
2.15378,1.79912,3,fire,4_3_3,0.0,0
2.15378,1.79912,4,left,4_3_4,0.0,0
2.15378,1.79912,4,right,4_3_4,0.0,0
2.15378,1.79912,4,up,4_3_4,0.0,0
2.15378,1.79912,4,down,4_3_4,0.0,0
2.15378,1.79912,4,fire,4_3_4,0.0,0
2.15378,1.79912,5,left,4_3_5,0.0,0
2.15378,1.79912,5,right,4_3_5,0.0,0
2.15378,1.79912,5,up,4_3_5,0.0,0
2.15378,1.79912,5,down,4_3_5,0.0,0
2.15378,1.79912,5,fire,4_3_5,0.0,0
2.15378,1.79912,6,left,4_3_6,0.0,0
2.15378,1.79912,6,right,4_3_6,0.0,0
2.15378,1.79912,6,up,4_3_6,0.0,0
2.15378,1.79912,6,down,4_3_6,0.0,0
2.15378,1.79912,6,fire,4_3_6,0.0,0
2.15378,1.79912,7,left,4_3_7,0.0,0
2.15378,1.79912,7,right,4_3_7,0.0,0
2.15378,1.79912,7,up,4_3_7,0.0,0
2.15378,1.79912,7,down,4_3_7,0.0,0
2.15378,1.79912,7,fire,4_3_7,0.0,0
2.15378,1.79912,8,left,4_3_8,0.0,0
2.15378,1.79912,8,right,4_3_8,0.0,0
2.15378,1.79912,8,up,4_3_8,0.0,0
2.15378,1.79912,8,down,4_3_8,0.0,0
2.15378,1.79912,8,fire,4_3_8,0.0,0
2.15378,1.79912,9,left,4_3_9,0.0,0
2.15378,1.79912,9,right,4_3_9,0.0,0
2.15378,1.79912,9,up,4_3_9,0.0,0
2.15378,1.79912,9,down,4_3_9,0.0,0
2.15378,1.79912,9,fire,4_3_9,0.0,0
2.15378,1.79912,10,left,4_3_10,-0.4375,2
2.15378,1.79912,10,right,4_3_10,-0.9369140625,5
2.15378,1.79912,10,up,4_3_10,-0.4875,2
2.15378,1.79912,10,down,4_3_10,-0.665625,3
2.15378,1.79912,10,fire,4_3_10,-0.4875,2
2.15378,1.79912,11,left,4_3_11,-1.86559000183,10
2.15378,1.79912,11,right,4_3_11,-1.78437037817,9
2.15378,1.79912,11,up,4_3_11,-1.86865348905,9
2.15378,1.79912,11,down,4_3_11,-1.76572718579,9
2.15378,1.79912,11,fire,4_3_11,-1.8401802731,9
2.15378,1.79912,12,left,4_3_12,34.8858319033,7
2.15378,1.79912,12,right,4_3_12,26.1038659204,5
2.15378,1.79912,12,up,4_3_12,43.2367644175,10
2.15378,1.79912,12,down,4_3_12,44.0697969081,37
2.15378,1.79912,12,fire,4_3_12,43.300977617,10
2.15378,1.79912,13,left,4_3_13,-1.46787644531,7
2.15378,1.79912,13,right,4_3_13,-1.28381523438,6
2.15378,1.79912,13,up,4_3_13,-1.34052228516,7
2.15378,1.79912,13,down,4_3_13,-1.36536132813,6
2.15378,1.79912,13,fire,4_3_13,-1.32454054688,6
2.15378,1.79912,14,left,4_3_14,-0.25,1
2.15378,1.79912,14,right,4_3_14,0.0,0
2.15378,1.79912,14,up,4_3_14,0.0,0
2.15378,1.79912,14,down,4_3_14,0.0,0
2.15378,1.79912,14,fire,4_3_14,0.0,0
2.15378,1.79912,15,left,4_3_15,-1.18139648438,6
2.15378,1.79912,15,right,4_3_15,-1.1310953125,5
2.15378,1.79912,15,up,4_3_15,-1.23584335938,6
2.15378,1.79912,15,down,4_3_15,-1.20722460937,6
2.15378,1.79912,15,fire,4_3_15,-1.29963554688,6
2.15378,1.79912,16,left,4_3_16,-1.62849400212,8
2.15378,1.79912,16,right,4_3_16,-1.66160340662,10
2.15378,1.79912,16,up,4_3_16,41.1467164937,8
2.15378,1.79912,16,down,4_3_16,-1.694800027,18
2.15378,1.79912,16,fire,4_3_16,-1.64614324902,8
2.15378,1.79912,17,left,4_3_17,0.722338623917,8
2.15378,1.79912,17,right,4_3_17,4.15386150667,5
2.15378,1.79912,17,up,4_3_17,-0.99143125,4
2.15378,1.79912,17,down,4_3_17,25.4973153459,16
2.15378,1.79912,17,fire,4_3_17,4.7997637364,5
2.15378,1.79912,18,left,4_3_18,0.0123746473454,17
2.15378,1.79912,18,right,4_3_18,-2.78219727559,17
2.15378,1.79912,18,up,4_3_18,-2.700426639,16
2.15378,1.79912,18,down,4_3_18,-2.71299658006,15
2.15378,1.79912,18,fire,4_3_18,-2.6835438492,15
2.15378,1.79912,19,left,4_3_19,-0.713125,3
2.15378,1.79912,19,right,4_3_19,-0.703125,3
2.15378,1.79912,19,up,4_3_19,-0.628125,3
2.15378,1.79912,19,down,4_3_19,-0.74875,3
2.15378,1.79912,19,fire,4_3_19,-0.665625,3
2.15378,1.79912,20,left,4_3_20,-0.665625,3
2.15378,1.79912,20,right,4_3_20,-0.713125,3
2.15378,1.79912,20,up,4_3_20,-0.703125,3
2.15378,1.79912,20,down,4_3_20,-0.665625,3
2.15378,1.79912,20,fire,4_3_20,-0.4875,2
2.15378,1.79912,21,left,4_3_21,-3.19352280081,22
2.15378,1.79912,21,right,4_3_21,-3.14739044944,20
2.15378,1.79912,21,up,4_3_21,-3.13052977035,21
2.15378,1.79912,21,down,4_3_21,-3.14085082763,20
2.15378,1.79912,21,fire,4_3_21,-3.1951702159,20
2.15378,1.79912,22,left,4_3_22,-0.628125,3
2.15378,1.79912,22,right,4_3_22,-0.713125,3
2.15378,1.79912,22,up,4_3_22,5.40791385417,5
2.15378,1.79912,22,down,4_3_22,-0.5725,2
2.15378,1.79912,22,fire,4_3_22,-0.9469140625,5
2.15378,1.79912,23,left,4_3_23,-2.99337711702,19
2.15378,1.79912,23,right,4_3_23,-3.13601049494,20
2.15378,1.79912,23,up,4_3_23,-2.99393052426,19
2.15378,1.79912,23,down,4_3_23,-3.04926948685,19
2.15378,1.79912,23,fire,4_3_23,-2.98554851354,18
2.15378,1.79912,24,left,4_3_24,-0.84671875,4
2.15378,1.79912,24,right,4_3_24,-0.713125,3
2.15378,1.79912,24,up,4_3_24,-0.665625,3
2.15378,1.79912,24,down,4_3_24,-0.703125,3
2.15378,1.79912,24,fire,4_3_24,-0.713125,3
2.15378,2.02744,0,left,4_4_0,0.0,0
2.15378,2.02744,0,right,4_4_0,0.0,0
2.15378,2.02744,0,up,4_4_0,0.0,0
2.15378,2.02744,0,down,4_4_0,0.0,0
2.15378,2.02744,0,fire,4_4_0,0.0,0
2.15378,2.02744,1,left,4_4_1,0.0,0
2.15378,2.02744,1,right,4_4_1,0.0,0
2.15378,2.02744,1,up,4_4_1,0.0,0
2.15378,2.02744,1,down,4_4_1,0.0,0
2.15378,2.02744,1,fire,4_4_1,0.0,0
2.15378,2.02744,2,left,4_4_2,0.0,0
2.15378,2.02744,2,right,4_4_2,0.0,0
2.15378,2.02744,2,up,4_4_2,0.0,0
2.15378,2.02744,2,down,4_4_2,0.0,0
2.15378,2.02744,2,fire,4_4_2,0.0,0
2.15378,2.02744,3,left,4_4_3,0.0,0
2.15378,2.02744,3,right,4_4_3,0.0,0
2.15378,2.02744,3,up,4_4_3,0.0,0
2.15378,2.02744,3,down,4_4_3,0.0,0
2.15378,2.02744,3,fire,4_4_3,0.0,0
2.15378,2.02744,4,left,4_4_4,0.0,0
2.15378,2.02744,4,right,4_4_4,0.0,0
2.15378,2.02744,4,up,4_4_4,0.0,0
2.15378,2.02744,4,down,4_4_4,0.0,0
2.15378,2.02744,4,fire,4_4_4,0.0,0
2.15378,2.02744,5,left,4_4_5,0.0,0
2.15378,2.02744,5,right,4_4_5,0.0,0
2.15378,2.02744,5,up,4_4_5,0.0,0
2.15378,2.02744,5,down,4_4_5,0.0,0
2.15378,2.02744,5,fire,4_4_5,0.0,0
2.15378,2.02744,6,left,4_4_6,0.0,0
2.15378,2.02744,6,right,4_4_6,0.0,0
2.15378,2.02744,6,up,4_4_6,0.0,0
2.15378,2.02744,6,down,4_4_6,0.0,0
2.15378,2.02744,6,fire,4_4_6,0.0,0
2.15378,2.02744,7,left,4_4_7,0.0,0
2.15378,2.02744,7,right,4_4_7,0.0,0
2.15378,2.02744,7,up,4_4_7,0.0,0
2.15378,2.02744,7,down,4_4_7,0.0,0
2.15378,2.02744,7,fire,4_4_7,0.0,0
2.15378,2.02744,8,left,4_4_8,0.0,0
2.15378,2.02744,8,right,4_4_8,0.0,0
2.15378,2.02744,8,up,4_4_8,0.0,0
2.15378,2.02744,8,down,4_4_8,0.0,0
2.15378,2.02744,8,fire,4_4_8,0.0,0
2.15378,2.02744,9,left,4_4_9,0.0,0
2.15378,2.02744,9,right,4_4_9,0.0,0
2.15378,2.02744,9,up,4_4_9,0.0,0
2.15378,2.02744,9,down,4_4_9,0.0,0
2.15378,2.02744,9,fire,4_4_9,0.0,0
2.15378,2.02744,10,left,4_4_10,-0.4875,2
2.15378,2.02744,10,right,4_4_10,-0.4875,2
2.15378,2.02744,10,up,4_4_10,-0.4875,2
2.15378,2.02744,10,down,4_4_10,-0.628125,3
2.15378,2.02744,10,fire,4_4_10,-0.4875,2
2.15378,2.02744,11,left,4_4_11,-2.03012803415,12
2.15378,2.02744,11,right,4_4_11,-1.94695663364,10
2.15378,2.02744,11,up,4_4_11,-1.97381115924,10
2.15378,2.02744,11,down,4_4_11,-1.83939301526,10
2.15378,2.02744,11,fire,4_4_11,-1.99381874167,10
2.15378,2.02744,12,left,4_4_12,2.58714834045,5
2.15378,2.02744,12,right,4_4_12,-0.4875,2
2.15378,2.02744,12,up,4_4_12,20.0173014774,4
2.15378,2.02744,12,down,4_4_12,46.527764225,14
2.15378,2.02744,12,fire,4_4_12,10.0489361717,4
2.15378,2.02744,13,left,4_4_13,-1.40020640625,6
2.15378,2.02744,13,right,4_4_13,-1.1310953125,5
2.15378,2.02744,13,up,4_4_13,-1.1310953125,5
2.15378,2.02744,13,down,4_4_13,-1.1009765625,5
2.15378,2.02744,13,fire,4_4_13,-1.1254703125,5
2.15378,2.02744,14,left,4_4_14,-0.25,1
2.15378,2.02744,14,right,4_4_14,0.0,0
2.15378,2.02744,14,up,4_4_14,0.0,0
2.15378,2.02744,14,down,4_4_14,0.0,0
2.15378,2.02744,14,fire,4_4_14,0.0,0
2.15378,2.02744,15,left,4_4_15,-1.38735595703,7
2.15378,2.02744,15,right,4_4_15,-1.32454054688,6
2.15378,2.02744,15,up,4_4_15,-1.32454054688,6
2.15378,2.02744,15,down,4_4_15,-1.29404453125,6
2.15378,2.02744,15,fire,4_4_15,-1.33839533203,7
2.15378,2.02744,16,left,4_4_16,-1.65991535971,9
2.15378,2.02744,16,right,4_4_16,-1.77891453283,9
2.15378,2.02744,16,up,4_4_16,38.8291915256,10
2.15378,2.02744,16,down,4_4_16,-1.71240852729,13
2.15378,2.02744,16,fire,4_4_16,101.309487614,23
2.15378,2.02744,17,left,4_4_17,-1.156478125,5
2.15378,2.02744,17,right,4_4_17,-0.821695079379,6
2.15378,2.02744,17,up,4_4_17,-1.01636353866,6
2.15378,2.02744,17,down,4_4_17,11.4476431643,10
2.15378,2.02744,17,fire,4_4_17,0.453496429849,6
2.15378,2.02744,18,left,4_4_18,0.154242898392,16
2.15378,2.02744,18,right,4_4_18,-2.74206583385,16
2.15378,2.02744,18,up,4_4_18,-2.65864166824,16
2.15378,2.02744,18,down,4_4_18,-2.68958307099,16
2.15378,2.02744,18,fire,4_4_18,-2.73132347885,16
2.15378,2.02744,19,left,4_4_19,-0.74875,3
2.15378,2.02744,19,right,4_4_19,-0.4875,2
2.15378,2.02744,19,up,4_4_19,-0.4875,2
2.15378,2.02744,19,down,4_4_19,-0.703125,3
2.15378,2.02744,19,fire,4_4_19,-0.4875,2
2.15378,2.02744,20,left,4_4_20,-0.628125,3
2.15378,2.02744,20,right,4_4_20,-0.4875,2
2.15378,2.02744,20,up,4_4_20,-0.4875,2
2.15378,2.02744,20,down,4_4_20,-0.628125,3
2.15378,2.02744,20,fire,4_4_20,-0.665625,3
2.15378,2.02744,21,left,4_4_21,-3.10614761127,20
2.15378,2.02744,21,right,4_4_21,-3.15928387554,20
2.15378,2.02744,21,up,4_4_21,-3.16440851469,20
2.15378,2.02744,21,down,4_4_21,-3.1600729098,20
2.15378,2.02744,21,fire,4_4_21,-3.10776113896,19
2.15378,2.02744,22,left,4_4_22,12.5976621343,11
2.15378,2.02744,22,right,4_4_22,-0.4875,2
2.15378,2.02744,22,up,4_4_22,-0.4875,2
2.15378,2.02744,22,down,4_4_22,-0.3,1
2.15378,2.02744,22,fire,4_4_22,-0.4875,2
2.15378,2.02744,23,left,4_4_23,-3.02879466379,20
2.15378,2.02744,23,right,4_4_23,-3.04274281689,19
2.15378,2.02744,23,up,4_4_23,-3.03984062045,19
2.15378,2.02744,23,down,4_4_23,-2.98076692166,19
2.15378,2.02744,23,fire,4_4_23,-3.00412830207,18
2.15378,2.02744,24,left,4_4_24,-0.89934375,4
2.15378,2.02744,24,right,4_4_24,-0.4875,2
2.15378,2.02744,24,up,4_4_24,-0.628125,3
2.15378,2.02744,24,down,4_4_24,-0.713125,3
2.15378,2.02744,24,fire,4_4_24,-0.713125,3
