1.08146,1.19026,0,left,-4.99999999996,715
1.08146,1.19026,0,right,-4.99999999996,1124
1.08146,1.19026,0,up,-4.99999999996,1006
1.08146,1.19026,0,down,-4.99999999996,669
1.08146,1.19026,0,fire,-8.99999999996,279
1.08146,1.19026,1,left,-4.99999999997,815
1.08146,1.19026,1,right,-4.99999999996,1201
1.08146,1.19026,1,up,-4.99999999996,1119
1.08146,1.19026,1,down,-4.99999999997,659
1.08146,1.19026,1,fire,-8.99999999997,336
1.08146,1.19026,2,left,-4.99999999996,625
1.08146,1.19026,2,right,-4.99999999995,1056
1.08146,1.19026,2,up,-4.99999999995,982
1.08146,1.19026,2,down,-4.99999999996,611
1.08146,1.19026,2,fire,-8.99999999996,229
1.08146,1.19026,3,left,-4.99999999996,701
1.08146,1.19026,3,right,-4.99999999996,1143
1.08146,1.19026,3,up,-4.99999999996,1017
1.08146,1.19026,3,down,-4.99999999996,638
1.08146,1.19026,3,fire,-8.99999999996,250
1.08146,1.19026,4,left,2.52961061846,696
1.08146,1.19026,4,right,-2.89532501835,1018
1.08146,1.19026,4,up,59.4843452846,1312
1.08146,1.19026,4,down,4.934562534,722
1.08146,1.19026,4,fire,-3.40326859277,456
1.08146,1.19026,5,left,-4.99999999996,773
1.08146,1.19026,5,right,-4.99999999996,1143
1.08146,1.19026,5,up,-4.99999999996,998
1.08146,1.19026,5,down,-4.99999999996,661
1.08146,1.19026,5,fire,-8.99999999996,309
1.08146,1.19026,6,left,-4.99999999996,772
1.08146,1.19026,6,right,-4.99999999996,1119
1.08146,1.19026,6,up,-4.99999999996,1057
1.08146,1.19026,6,down,-4.99999999996,714
1.08146,1.19026,6,fire,-8.99999999996,329
1.08146,1.19026,7,left,-4.99999999996,698
1.08146,1.19026,7,right,-4.99999999996,1060
1.08146,1.19026,7,up,-4.99999999996,996
1.08146,1.19026,7,down,-4.99999999996,629
1.08146,1.19026,7,fire,-8.99999999995,288
1.08146,1.19026,8,left,-4.99999999997,702
1.08146,1.19026,8,right,-4.99999999996,1112
1.08146,1.19026,8,up,-4.99999999996,1064
1.08146,1.19026,8,down,-4.99999999996,674
1.08146,1.19026,8,fire,-8.99999999996,294
1.08146,1.57079,0,left,-4.99999999996,639
1.08146,1.57079,0,right,-4.99999999996,732
1.08146,1.57079,0,up,-4.99999999996,735
1.08146,1.57079,0,down,-4.99999999996,458
1.08146,1.57079,0,fire,-8.99999999996,198
1.08146,1.57079,1,left,-4.99999999996,725
1.08146,1.57079,1,right,-4.99999999996,856
1.08146,1.57079,1,up,-4.99999999996,779
1.08146,1.57079,1,down,-4.99999999996,483
1.08146,1.57079,1,fire,-8.99999999996,209
1.08146,1.57079,2,left,-4.99999999996,586
1.08146,1.57079,2,right,-4.99999999995,731
1.08146,1.57079,2,up,-4.99999999995,745
1.08146,1.57079,2,down,-4.99999999995,434
1.08146,1.57079,2,fire,-8.99999999995,183
1.08146,1.57079,3,left,-4.99999999996,677
1.08146,1.57079,3,right,-4.99999999995,804
1.08146,1.57079,3,up,-4.99999999995,785
1.08146,1.57079,3,down,-4.99999999995,483
1.08146,1.57079,3,fire,-8.99999999996,210
1.08146,1.57079,4,left,6.56208443942,693
1.08146,1.57079,4,right,402.057421867,1019
1.08146,1.57079,4,up,-0.709150894858,702
1.08146,1.57079,4,down,5.68896416193,557
1.08146,1.57079,4,fire,-2.7925026908,372
1.08146,1.57079,5,left,-4.99999999996,642
1.08146,1.57079,5,right,-4.99999999996,789
1.08146,1.57079,5,up,-4.99999999996,736
1.08146,1.57079,5,down,-4.99999999996,471
1.08146,1.57079,5,fire,-8.99999999996,203
1.08146,1.57079,6,left,-4.99999999996,695
1.08146,1.57079,6,right,-4.99999999996,798
1.08146,1.57079,6,up,-4.99999999997,745
1.08146,1.57079,6,down,-4.99999999996,464
1.08146,1.57079,6,fire,-8.99999999996,199
1.08146,1.57079,7,left,-4.99999999996,590
1.08146,1.57079,7,right,-4.99999999995,771
1.08146,1.57079,7,up,-4.99999999995,723
1.08146,1.57079,7,down,-4.99999999996,460
1.08146,1.57079,7,fire,-8.99999999995,182
